"","doc_id","doc_name","arm_number","position","description","head","choice","title-tag","title","authors-tag","authors","study_type-tag","study_type","arm_efficacy_metric-tag","arm_efficacy_metric","arm_efficacy_results-tag","arm_efficacy_results","arm_description-1-tag","arm_description-1","arm_dosage-1-tag","arm_dosage-1","submit-prefill","submit-stay","submit","arm_description-2-tag","arm_description-2","arm_dosage-2-tag","arm_dosage-2","arm_description-3-tag","arm_description-3","arm_dosage-3-tag","arm_dosage-3","arm_description-4-tag","arm_description-4","arm_dosage-4-tag","arm_dosage-4","arm_description-5-tag","arm_description-5","arm_dosage-5-tag","arm_dosage-5"
"301","63af7da4-0343-4b99-a4a3-f3e6121fa62e","Yang-2019-Stereotactic ablative radiotherapy v","1","Paragraph 16","Acute toxicities observed in the groups are shown in Table 4 . Fatigue was the most common adverse event in both groups . Grade 3 abdominal pain ( n = 1 ) in the SABR group , and grade 3 diarrhea ( n = 2 ) in the CFRT group were recorded . One patient in CFRT group presented with a treatment - related grade 5 duodenal ulcer .","Toxicity","arm_description-1","","","","","","","","","","","34,36","SABR group","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"302","63af7da4-0343-4b99-a4a3-f3e6121fa62e","Yang-2019-Stereotactic ablative radiotherapy v","2","Paragraph 16","Acute toxicities observed in the groups are shown in Table 4 . Fatigue was the most common adverse event in both groups . Grade 3 abdominal pain ( n = 1 ) in the SABR group , and grade 3 diarrhea ( n = 2 ) in the CFRT group were recorded . One patient in CFRT group presented with a treatment - related grade 5 duodenal ulcer .","Toxicity","arm_description-1","","","","","","","","","","","48,49,56,57","CFRT CFRT","","","","","Submit arm","","","","","","","","","","","","","","","",""
"303","63af7da4-0343-4b99-a4a3-f3e6121fa62e","Yang-2019-Stereotactic ablative radiotherapy v","1","Paragraph 17","Seven patients ( 13 % ) in the SABR group and 11 patients ( 12.8 % ) in the CFRT group experienced nonclassic RILD , while two patients ( 3.7 % ) in the SABR group and six patients ( 7 % ) in the CFRT group experienced classic RILD . The incidences of RILD were not different between groups , even after pooling RILD types ( 16.7 % vs. 19.8 % , p = 0.646 ) . There were no RILD - related deaths . After excluding 23 patients with missing follow - up CP scores , 10 patients ( 22.2 % ) in the SABR group and 19 patients ( 26.4 % ) in the CFRT group experienced an increase of CP score ≥ 2 , which was not statistically different between groups ( p = 0.612 ) .","Toxicity","arm_description-1","","","","","","","","","","","8,9,106,107","SABR SABR","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"304","63af7da4-0343-4b99-a4a3-f3e6121fa62e","Yang-2019-Stereotactic ablative radiotherapy v","2","Paragraph 17","Seven patients ( 13 % ) in the SABR group and 11 patients ( 12.8 % ) in the CFRT group experienced nonclassic RILD , while two patients ( 3.7 % ) in the SABR group and six patients ( 7 % ) in the CFRT group experienced classic RILD . The incidences of RILD were not different between groups , even after pooling RILD types ( 16.7 % vs. 19.8 % , p = 0.646 ) . There were no RILD - related deaths . After excluding 23 patients with missing follow - up CP scores , 10 patients ( 22.2 % ) in the SABR group and 19 patients ( 26.4 % ) in the CFRT group experienced an increase of CP score ≥ 2 , which was not statistically different between groups ( p = 0.612 ) .","Toxicity","arm_description-1","","","","","","","","","","","19,20,45,46,117,118","CFRT CFRT CFRT","","","","","Submit arm","","","","","","","","","","","","","","","",""
"305","63af7da4-0343-4b99-a4a3-f3e6121fa62e","Yang-2019-Stereotactic ablative radiotherapy v","1","Paragraph 23","In summary , we demonstrated that compared to CFRT , SABR led to superior ORR , OS , and IFPS in propensity score - matched PVI patients . SABR delivers higher BED without increasing hepatic toxicities , and hence is a suitable RT modality for PVI patients . Further studies are required to validate our results .","Conclusion","arm_description-1","","","","","","","19,20","IFPS","","","10,11,28,29","SABR SABR","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"306","63af7da4-0343-4b99-a4a3-f3e6121fa62e","Yang-2019-Stereotactic ablative radiotherapy v","2","Paragraph 23","In summary , we demonstrated that compared to CFRT , SABR led to superior ORR , OS , and IFPS in propensity score - matched PVI patients . SABR delivers higher BED without increasing hepatic toxicities , and hence is a suitable RT modality for PVI patients . Further studies are required to validate our results .","Conclusion","arm_description-1","","","","","","","19,20","IFPS","","","8,9","CFRT","","","","","Submit arm","","","","","","","","","","","","","","","",""
"307","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Document Description","Immunotherapy of Relapsed and Refractory Solid Tumors With Ex Vivo Expanded Multi - Tumor Associated Antigen Specific Cytotoxic T Lymphocytes : A Phase I Study Immunotherapy of Relapsed and Refractory Solid Tumors With Ex Vivo Expanded Multi - Tumor Associated Antigen Specific Cytotoxic T Lymphocytes : A Phase I Study MDAmyBHont","DOCUMENT DESCRIPTION","study_type","0,25,25,50","Immunotherapy of Relapsed and Refractory Solid Tumors With Ex Vivo Expanded Multi - Tumor Associated Antigen Specific Cytotoxic T Lymphocytes : A Phase I Study Immunotherapy of Relapsed and Refractory Solid Tumors With Ex Vivo Expanded Multi - Tumor Associated Antigen Specific Cytotoxic T Lymphocytes : A Phase I Study","50,51","MDAmyBHont","22,25,47,50","Phase I Study Phase I Study","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"308","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Document Description","Immunotherapy of Relapsed and Refractory Solid Tumors With Ex Vivo Expanded Multi - Tumor Associated Antigen Specific Cytotoxic T Lymphocytes : A Phase I Study","DOCUMENT DESCRIPTION","study_type","0,25","Immunotherapy of Relapsed and Refractory Solid Tumors With Ex Vivo Expanded Multi - Tumor Associated Antigen Specific Cytotoxic T Lymphocytes : A Phase I Study","","","22,25","Phase I Study","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"309","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Document Description","Immunotherapy of Relapsed and Refractory Solid Tumors With Ex Vivo Expanded Multi - Tumor Associated Antigen Specific Cytotoxic T Lymphocytes : A Phase I Study MDAmyBHont","DOCUMENT DESCRIPTION","study_type","0,25","Immunotherapy of Relapsed and Refractory Solid Tumors With Ex Vivo Expanded Multi - Tumor Associated Antigen Specific Cytotoxic T Lymphocytes : A Phase I Study","25,26","MDAmyBHont","22,25","Phase I Study","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"310","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Document Description","NW , DC 111 Michigan Ave , Suite 4 - 600 20010 Washington NW , DC Immunotherapy of Relapsed and Refractory Solid Tumors With Ex Vivo Expanded Multi - Tumor Associated Antigen Specific Cytotoxic T Lymphocytes : A Phase I Study 10.1200 / JCO.19","DOCUMENT DESCRIPTION","study_type","16,41","Immunotherapy of Relapsed and Refractory Solid Tumors With Ex Vivo Expanded Multi - Tumor Associated Antigen Specific Cytotoxic T Lymphocytes : A Phase I Study","","","38,41","Phase I Study","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"311","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Paragraph 1","Patients with high - risk solid tumors reported to express one or more target tumor antigens - WT1 , PRAME , and/or survivin - on the basis of the published literature [ 12][13][14][15][16][17][18][19][21][22][23 ] were eligible for this nonrandomized phase I study . Informed consent was obtained for patients who met standard eligibility requirements , including performance status and organ function parameters , before cell procurement and TAA - T infusion ( ClinicalTrials.gov identifier : NCT02789228 ; Appendix Fig A1 , online only ) . This study was approved by the US Food and Drug Administration ( IND 16135 ) and the Children 's National Medical Center ( CNMC ) institutional review board .","Patients and Treatment Protocol","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"312","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Paragraph 3","We analyzed survival data , including PFS , median , and 95 % CIs , with either log - rank test to compare DLs or sign test to compare the difference between TAA - T DL 3 and immediate prior therapy . Results were presented using the Kaplan - Meier method . P values , .05 were considered statistically significant ( Appendix , online only ) .","Statistical Analysis","arm_description-1","","","","","","","6,7","PFS","","","32,37","TAA - T DL 3","","","","","Submit arm","","","","","","","","","","","","","","","",""
"313","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Paragraph 3","We analyzed survival data , including PFS , median , and 95 % CIs , with either log - rank test to compare DLs or sign test to compare the difference between TAA - T DL 3 and immediate prior therapy . Results were presented using the Kaplan - Meier method . P values , .05 were considered statistically significant ( Appendix , online only ) .","Statistical Analysis","arm_description-1","","","","","","","6,7","PFS","","","32,37","TAA - T DL 3","","","","","Submit arm","","","","","","","","","","","","","","","",""
"314","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Paragraph 4","TAA - T products were generated according to Good Manufacturing Practices appropriate for a phase I study . 2,24,27 A total of 100 to 120 mL ( 3 mL / kg for patients , 25 kg ) of peripheral blood was collected on two occasions to generate antigen - presenting cells . Subsequent collections were permitted for patients who were eligible to continue on therapy without additional cell doses ( Appendix ) .","Manufacture of TAA-T Products","study_type","","","","","14,17","phase I study","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"315","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Paragraph 6","Interferon gamma enzyme - linked immunospot assay . The assay was performed as previously described ( Appendix ) . 24 T - cell receptor sequencing . The assay was performed as previously described ( Appendix ) . [ 28][29][30 ]","Characterization of TAA-T Products","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"316","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Paragraph 7","Eighteen patients ( 10 males , eight females ) with solid tumor malignancies , including Wilms tumor ( n = 9 ) , rhabdomyosarcoma ( n = 4 ) , neuroblastoma ( n = 2 ) , soft tissue sarcoma ( n = 1 ) , Ewing sarcoma ( n = 1 ) , and osteosarcoma ( n = 1 ) , were enrolled ( Appendix Fig A2 , online only ; Appendix Table A1 , online only ) . Patients were recruited and observed by CNMC in Washington , DC , from May 5 , 2016 , through December 1 , 2018 . Median age at enrollment was 8.5 years ( range , 3 to 53 years ) . Fifteen patients received infusions ( Table 1 ) : one patient underwent cell procurement without achieving an adequate cell number , one patient had a viable cryopreserved product awaiting infusion , and one patient developed rapid disease progression that precluded TAA - T infusion ( Appendix Table A2 , online only ) . All infused patients received multimodal therapy before receiving TAA - Ts ( Fig 1 ) . A total of 45 TAA - T infusions were administered ( median , two infusions per patient ; range , one to eight infusions ) . One patient did not complete the initial 45-day observation period as a result of disease progression . The remaining 14 patients were evaluable for toxicity . Patients were observed for a median of 12.9 months ( range , 0.5 to 20.4 months ) at the time of data cutoff .","Patient Characteristics","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"317","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Paragraph 8","Twenty - seven TAA - T products were generated from autologous sources for the 18 enrolled patients . For products infused ( n = 24 in 15 patients ) , median time from collection to clinical freeze was 28 days ( range , 22 to 31 days ) , with a median 12-fold expansion of T cells ( range , three - to 65-fold ; Appendix Table A3 , online only ) .","TAA-T Product Characterization","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"318","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Paragraph 10","There were no DLTs and no infusion - related adverse events . Adverse events that were possibly related to protocol therapy during all 44 treatment cycles included grade 1 fatigue ( n = 1 ) and myalgia ( n = 1 ) , both of which completely resolved . The recommended TAA - T dose for administration in patients with solid tumors is the highest evaluated : 4 3 10 7 cells / m 2 . Of note , a fifth patient ( P13 ) was treated on DL 2 not because of toxicity but as a planned deviation as it was not possible to expand the TAA - T product to the numbers required for DL 3 . Patients did not experience cytokine release syndrome or have elevated interleukin-6 ( IL-6 ) , tumor necrosis factor a , or IFNg levels in plasma samples obtained before or during the first year after infusion . The most marked change in cytokines observed with IL-8 ( preinfusion median , 3.4 pg / mL ; range , 0 to 12.3 pg / mL ; and postinfusion peak median , 80.5 pg / mL ; range , 0 to 6,266.8 pg / mL ; Appendix Table A4 , online only ) , which decreased in responding patients ( P4 , P5 , and P6 ) and increased in correlation with disease progression confirmed by radiographic imaging in P5 and P6 ( Appendix Fig A4 , online only ) .","Safety of TAA-Ts","arm_description-1","","","","","","","","","","","88,90","DL 2","","","","Save and annotate another arm","","","","","","","","","","","","","","","","",""
"319","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","2","Paragraph 10","There were no DLTs and no infusion - related adverse events . Adverse events that were possibly related to protocol therapy during all 44 treatment cycles included grade 1 fatigue ( n = 1 ) and myalgia ( n = 1 ) , both of which completely resolved . The recommended TAA - T dose for administration in patients with solid tumors is the highest evaluated : 4 3 10 7 cells / m 2 . Of note , a fifth patient ( P13 ) was treated on DL 2 not because of toxicity but as a planned deviation as it was not possible to expand the TAA - T product to the numbers required for DL 3 . Patients did not experience cytokine release syndrome or have elevated interleukin-6 ( IL-6 ) , tumor necrosis factor a , or IFNg levels in plasma samples obtained before or during the first year after infusion . The most marked change in cytokines observed with IL-8 ( preinfusion median , 3.4 pg / mL ; range , 0 to 12.3 pg / mL ; and postinfusion peak median , 80.5 pg / mL ; range , 0 to 6,266.8 pg / mL ; Appendix Table A4 , online only ) , which decreased in responding patients ( P4 , P5 , and P6 ) and increased in correlation with disease progression confirmed by radiographic imaging in P5 and P6 ( Appendix Fig A4 , online only ) .","Safety of TAA-Ts","arm_description-1","","","","","","","","","","","116,118","DL 3","","","","","Submit arm","","","","","","","","","","","","","","","",""
"320","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Paragraph 11","Of 15 patients treated , 11 had evaluable disease at initial TAA - T infusion , three had measurable disease , and one had an unevaluable meta - iodobenzylguanidine avid lesion that was not amenable to confirmatory biopsy ( P3 ) . Of 12 patients with evaluable disease / MIBG positivity , 10 had a best response of stable disease and two patients had progressive disease , including P3 , who experienced progression with new metastatic disease ( Appendix Fig A5 , online only ) . Of three patients with measurable disease at the time of first infusion , one had a best response of stable disease and two patients had progressive disease .","Disease Response","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"321","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Paragraph 14","Ten of 11 responding patients demonstrated increased specificity for the three target TAAs as well as one or more nontargeted TAA - MAGE - A3 , MAGE - A4 , SOX-2 , or SSX-2-commonly identified in solid tumors , [ 31][32][33][34][35][36][37][38][39][40 ] which suggests antigen spreading after TAA - T infusion ( Fig 4A ) . As proof of principle , T - cell receptor sequencing was performed on the TAA - T product as well as pre - and postinfusion peripheral blood samples . We detected unique T - cell receptor clonotypes derived from P10 's TAA - T product in patient samples that were obtained post - but not preinfusion ( Fig 4B ) . Increased frequency of functional TAA - T was also observed in samples obtained postversus preinfusion as measured by IFNg enzyme - linked immunospot . To determine whether TAA - T expansion could potentially affect circulating tumor DNA , measurable levels of TAA DNA - WT1 , PRAME , and survivinwere detected using digital droplet polymerase chain reaction . We compared the ratio of TAA to ABL1 in patient samples with the median found in random healthy donors to the CNMC blood bank ( healthy controls ) . A responding patient ( P9 ) demonstrated elevated TAA DNA levels that decreased after TAA - T infusion . P10 ( responder ) also demonstrated decreasing TAA DNA levels after TAA - T infusion , whereas nonresponding patients P3 and P13 demonstrated an increase or plateau in TAA DNA levels that correlated with clinical progression ( Appendix Fig A6 , online only ) .","Disease Response","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"322","0b46acf0-59ff-4b98-bf22-1e695d0b078d","Hont-2019-Immunotherapy of Relapsed and Refrac","1","Paragraph 15","Tumor samples available from nine patients - two nonresponders and seven responders - expressed the targeted TAAs as detected by immunofluorescence in all samples ( WT1 , n = 5 ; PRAME , n = 8 ; surviving , n = 8 ; Fig 5 ) .","Tumor Expression of Targeted Antigens","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"323","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Document Description","A phase II study of ibrutinib in combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone therapy in Epstein - Barr virus - positive , diffuse large B cell lymphoma ( 54179060LYM2003 : IVORY study ) : results of the final analysis A phase II study of ibrutinib in combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone therapy in Epstein - Barr virus - positive , diffuse large B cell lymphoma ( 54179060LYM2003 : IVORY study ) : results of the final analysis 24 April 2020 24 April 2020 SangEunYoon","DOCUMENT DESCRIPTION","arm_description-1","0,46,46,92","A phase II study of ibrutinib in combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone therapy in Epstein - Barr virus - positive , diffuse large B cell lymphoma ( 54179060LYM2003 : IVORY study ) : results of the final analysis A phase II study of ibrutinib in combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone therapy in Epstein - Barr virus - positive , diffuse large B cell lymphoma ( 54179060LYM2003 : IVORY study ) : results of the final analysis","98,99","SangEunYoon","1,4,47,50","phase II study phase II study","","","","","5,6,51,52","ibrutinib ibrutinib","","","","","Submit arm","7,20,53,66","combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone","","","","","","","","","","","","","",""
"324","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Document Description","A phase II study of ibrutinib in combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone therapy in Epstein - Barr virus - positive , diffuse large B cell lymphoma ( 54179060LYM2003 : IVORY study ) : results of the final analysis 24 April 2020","DOCUMENT DESCRIPTION","arm_description-2","0,46","A phase II study of ibrutinib in combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone therapy in Epstein - Barr virus - positive , diffuse large B cell lymphoma ( 54179060LYM2003 : IVORY study ) : results of the final analysis","","","1,4","phase II study","","","","","5,6","ibrutinib","","","","","Submit arm","9,20","rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone","","","","","","","","","","","","","",""
"325","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Document Description","A phase II study of ibrutinib in combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone therapy in Epstein - Barr virus - positive , diffuse large B cell lymphoma ( 54179060LYM2003 : IVORY study ) : results of the final analysis SangEunYoon","DOCUMENT DESCRIPTION","arm_description-2","0,46","A phase II study of ibrutinib in combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone therapy in Epstein - Barr virus - positive , diffuse large B cell lymphoma ( 54179060LYM2003 : IVORY study ) : results of the final analysis","46,47","SangEunYoon","1,4","phase II study","","","","","5,6","ibrutinib","","","","","Submit arm","7,20","combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone","","","","","","","","","","","","","",""
"326","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Document Description","South Korea Division of Hematology and Oncology Department of Medicine Samsung Medical Center Sungkyunkwan University School of Medicine 81 , Irwon - ro , Gangnam - gu 06351 Seoul","DOCUMENT DESCRIPTION","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"327","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Document Description","South Korea 81 , Irwon - ro , Gangnam - gu 06351 Seoul South Korea Division of Hematology and Oncology Department of Medicine Samsung Medical Center","DOCUMENT DESCRIPTION","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"328","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Document Description","South Korea 81 , Irwon - ro , Gangnam - gu 06351 Seoul South Korea & Dok & Dok & Dok HyunYoon Department of Oncology Asan Medical Center","DOCUMENT DESCRIPTION","authors","","","20,22","Dok HyunYoon","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"329","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Document Description","South Korea 81 , Irwon - ro , Gangnam - gu 06351 Seoul South Korea A phase II study of ibrutinib in combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone therapy in Epstein - Barr virus - positive , diffuse large B cell lymphoma ( 54179060LYM2003 : IVORY study ) : results of the final analysis 24 April 2020 24 April 2020 24 April 2020 10.1007 / s00277 - 020 - 04005 - 6 Received : 31 October 2019 / Accepted : 12 March 2020 # The Author(s ) 2020","DOCUMENT DESCRIPTION","arm_description-2","15,61","A phase II study of ibrutinib in combination with rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone therapy in Epstein - Barr virus - positive , diffuse large B cell lymphoma ( 54179060LYM2003 : IVORY study ) : results of the final analysis","","","16,19","phase II study","","","","","20,21","ibrutinib","","","","","Submit arm","24,35","rituximab - cyclophosphamide - doxorubicin hydrochloride - vincristine sulfate - prednisone","","","","","","","","","","","","","",""
"330","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Paragraph 0","Epstein - Barr virus ( EBV)-positive , diffuse large B cell lymphoma ( DLBCL ) is an EBV - positive , monoclonal , large B cell lymphoproliferative disorder mainly seen in individuals older than 50 years of age [ 1,2 ] . Previous studies have shown that EBV - positive DLBCL is mainly correlated with high - intermediate / high International Prognostic Index ( IPI ) scores , advanced disease stage ( III / IV ) at diagnosis , and inferior outcomes in comparison with EBV - negative DLBCL [ 3,4 ] .","Introduction","title","","","","","","","","","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
"331","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Paragraph 1","EBV - infected cells encode eight EBV - encoded latent genes consisting of six EBV - encoded nuclear antigens ( EBNAs ) and two latent membrane proteins ( LMP1 and LMP2 ) [ 5 ] . LMP1 and LMP2 in particular behave like B cell receptor ( BCR)mediated Akt , which is dependent upon spleen tyrosine kinase and Bruton 's tyrosine kinase ( BTK ) . These tyrosine kinases contribute to enhanced cellular proliferation and survival signaling such as the nuclear factor - kappa B ( NF - κB ) and phosphoinositide 3-kinase ( PI3K / Akt ) pathways [ 6 ] . In our experiment , we transfected vector - encoding LMP1 or LMP1_delCTAR1(C - terminal - activating region 1 ) and LMP1_delCTAR2 into a DLBCL cell line and observed the BCR signaling pathway ( Supplementary Materials and methods ) . As a result , the BTK signaling pathway was activated when LMP1 was expressed . It was also confirmed that the CTAR1 of LMP1 was an important domain for BTK activation . In addition , cell viability was decreased when the BTK inhibitor ( ibrutinib ) was treated with LMP1-expressing cells ( Supplementary Fig . S1 ) . Based on previous studies that proved the efficacy of rituximab - cyclophosphamidedoxorubicin hydrochloride - vincristine sulfate - prednisone ( RCHOP ) therapy combined with ibrutinib ( I - RCHOP ) , we designed this study to boost the anti - tumor effect of EBVpositive DLBCL [ 7,8 ] . Here , we report the results of an open - label , multicenter phase II study that investigated the combination ibrutinib and RCHOP for EBV - positive DLBCL using a matched case - control study .","Introduction","arm_description-2","","","","","257,265","open - label , multicenter phase II study","","","","","269,270","ibrutinib","","","","","Submit arm","271,272","RCHOP","","","","","","","","","","","","","",""
"332","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Paragraph 2","This study was an open - label , single - arm , prospective multicenter clinical trial for evaluating the efficacy and toxicity of I - RCHOP in subjects with newly diagnosed , chemotherapy - naïve , EBV - positive DLBCL . We defined EBV positivity as a finding of 20 % or more of EBV - encoded RNA in situ hybridization - positive tumor cells among total tumor cells during pathology evaluation [ 2 ] . Ibrutinib ( 560 mg/ day ) was administrated orally and RCHOP ( rituximab 375 mg / m 2 , cyclophosphamide 750 mg / m 2 , doxorubicin 50 mg / m 2 , vincristine 1.4 mg / m 2 ( maximum total of 2 mg ) on day 1 and oral prednisone 100 mg on days 1 - 5 ) therapy was administered intravenously every 21 days , respectively , until the end of 6 cycles or progression or unacceptable toxicity were observed .","Study design and treatment","arm_dosage-1","","","","","4,16","open - label , single - arm , prospective multicenter clinical trial","","","","","76,77","Ibrutinib","78,81,84,85,150,152","560 mg/ day orally 6 cycles","","","Submit arm","25,26,86,87,88,89,95,96,102,103,109,110,127,128","RCHOP RCHOP rituximab cyclophosphamide doxorubicin vincristine prednisone","88,135,139,143,150,152","rituximab 375 mg / m 2 , cyclophosphamide 750 mg / m 2 , doxorubicin 50 mg / m 2 , vincristine 1.4 mg / m 2 ( maximum total of 2 mg ) on day 1 and oral prednisone 100 mg on days 1 - 5 intravenously every 21 days 6 cycles","","","","","","","","","","","",""
"333","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Paragraph 3","Patients had to fulfill the following criteria to be included in this research : ( 1 ) histologically confirmed EBV - positive DLBCL without central nervous system involvement ; ( 2 ) aged 19 years or older ; ( 3 ) no previous treatment for DLBCL , although we allowed the usage of prednisolone 100 mg or equivalent dosage of any type of steroid ( for a maximum of 7 days ) and radiation for reducing symptoms related with mass effect ; ( 4 ) one or more measurable lesions ; ( 5 ) Eastern Cooperative Oncology Group ( ECOG ) performance status of 0 to 2 ; and ( 6 ) adequate organ function . The exclusion criteria included any life - threatening illness , medical condition , or organ system dysfunction that could compromise the subject 's safety , according to the investigator 's opinion . Written informed consent was obtained from each patient prior to study enrollment . This study was approved by the institutional review board of each institution and conducted in accordance with the tenets of the Declaration of Helsinki . This trial was registered at www.ClinicalTrials.gov as NCT02670616 .","Patient eligibility","arm_description-2","","","","","","","","","","","","","","","","","Submit arm","53,54","prednisolone","","","","","","","","","","","","","",""
"334","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Paragraph 4","In addition , we organized a case - control study to figure out the superiority ( e.g. , overall response rate , toxicity ) of RCHOP ( control ) and I - RCHOP ( case ) in EBV - positive DLBCL . To serve as matched controls , we selected EBV - positive DLBCL patients who received only RCHOP chemotherapy from 2006 to 2018 as part of Samsung Medical Center 's prospective lymphoma registry ( Fig . 1b ) . Especially , we employed strict matching categories , which were age , ECOG performance status , IPI score , and Ann Arbor stage ( Supplementary Table S1 ) .","Matched case-control study design","arm_description-2","","","","","","","","","","","","","","","","","Submit arm","25,26,32,33,58,59","RCHOP RCHOP RCHOP","","","","","","","","","","","","","",""
"335","fc65e98d-16b2-4fac-879d-c11651437a90","Yoon-2020-A phase II study of ibrutinib in com","1","Paragraph 5","The primary endpoint of this research was the objective response rate ( ORR ) based on the proportion of complete response ( CR ) and partial response ( PR ) . Secondary endpoints included toxicity , progression - free survival ( PFS ) , and overall survival ( OS ) . Adverse events ( AEs ) were assessed according to the Common Terminology Criteria for Adverse Events version 4.0 .","Study endpoints","arm_efficacy_metric","","","","","","","36,40,41,42","progression - free survival PFS","","","","","","","","","Submit arm","","","","","","","","","","","","","","","",""
